ID,Comment Text,Token Count,Label
2473,Có_vẻ như là do Wonbin được cưng_chiều nên vậy .,13,Không liên quan
2474,Tôi đã nhận ra từ khi anh chụp ảnh mặc quần_lót tam_giác rồi . Hãy trả_giá cho tội của anh đi .,26,Không ủng hộ
2475,"Hoá_ra Kim_Sae_Ron là con gái lớn . Bảo sao còn nhỏ_tuổi mà đã chín_chắn , nhanh_nhẹn và thông_minh như_vậy , chắc_hẳn từ nhỏ đã phải trải qua nhiều chuyện khó_khăn không_thể nói ra Kim_Sae_Ron vừa xinh_đẹp vừa kiên_trì , đến cả Lee_Kyung_Kyu của "" Thành_phố câu cá "" cũng thích em ấy mà .",81,Không liên quan
2476,Nếu_mà cái này là thật thì Kim_Soo_Hyun ngồi_tù là chắc_chắn rồi còn gì ? ? Không đến đám_tang đúng là hết_hồn thật_sự … kk Gửi thư_bảo_đảm mà không nhận liên_lạc thì khác gì bảo người ta chết đi đâu .. Này nhanh_chóng mà đi kiện đi_Soo_Hyun ah Chắc_chắn là đang run bần_bật đây này Giả nai giả_ngơ nhìn ghê_tởm vãi,82,Không ủng hộ
2477,Tôi có_thể mua sách của Trump ở đâu ? Không có bình_luận được ghim à,18,Không liên quan
2478,""" Cơn thịnh_nộ RAGE "" của Trump ... Một lần nữa "" Kỷ_nguyên Trump bắt_đầu ! ! ! Hãy chuẩn_bị cho nhiệm_kỳ thứ 2 của chính_phủ Trump thông_qua câu_chuyện nội_bộ chính_phủ Trump do ' Bob_Woodward ' , đại ký_giả từng 2 lần đoạt giải Pulitzer chấp_bút . Link mua trên Naver_Smartstore_Mong nhận được nhiều sự quan_tâm của các bạn .",84,Không liên quan
2479,Tôi cần học tiếng Hàn .,6,Không liên quan
2480,Khà_khà ! ! ! Go Young-wook hát Suhyun à ! ! !,18,Không liên quan
2481,Không_thể tin được .,5,Trung lập
2482,Chắc_chắn là có đầy_rẫy những mặt tối trong cuộc_sống hai mặt của người nổi_tiếng mà chúng_ta chưa biết đến .,25,Trung lập
2483,Công_lý cho Kim_Sae_Ron,7,Không ủng hộ
2484,Đẩy người ta đến bước_đường cùng rồi ... Tàn_nhẫn thật ... Hận nhiều đến mức nào mà_lại tự_tử ngay ngày sinh_nhật chứ .,32,Không ủng hộ
2485,"Ôi , bệnh_hoạn à ?",7,Không ủng hộ
2486,"Có đứa em khác mẹ tên_Soo_Hyun à , chắc con_bé thừa_hưởng dòng máu của mẹ rồi , không phải dạng vừa đâu .",29,Không ủng hộ
2487,"Má nó giờ coi Nữ_Hoàng Nước_Mắt kiểu gì đây , mất hết cả hứng .",18,Không ủng hộ
2488,Đồ quỷ tha_ma .,5,Không ủng hộ
2489,"Kim_Soo_Hyun là một tên thái nhân_cách , phải bị chôn vùi , phải bị trừng_phạt .",21,Không ủng hộ
2490,Tôi đã không biết Kim_Soo_Hyun đẹp_trai và không thích anh ấy . Cuối_cùng anh ta đã xuống_dốc .,24,Không ủng hộ
2491,Ai dịch giúp tôi với,5,Không liên quan
2492,Tìm mỏi_mắt không có bình_luận nào khác tiếng Hàn .,12,Không liên quan
2493,Chẳng phải là người Hoa_kiều sao ? !,9,Không liên quan
2494,Nếu là tôi thì tôi đã bóc phốt hết rồi ... Kim_Sae_Ron thật đáng nể .,21,Không ủng hộ
2495,"Kim_Soo_Hyun phá tan cả Cyworld ngày_xưa , đây chẳng phải là phạm_tội sao .",20,Không ủng hộ
2496,Nghị_sĩ Yoon Sang-hyun nên hứa với người_dân rằng ông sẽ không thân Trung_Quốc ! ! !,21,Không liên quan
2497,Ghét_cay_ghét_đắng .,6,Không ủng hộ
2498,"Nếu là tôi , tôi cũng sẽ công_khai cho cả thiên_hạ biết vì quá uất_ức . Một người tốt_bụng và tuyệt_vời từ trong cốt_cách . Đứa trẻ đó thật_sự rất tuyệt_vời .",42,Ủng hộ
2499,Đây lại là Jung_Joon_Young thứ hai à ...,10,Không ủng hộ
2500,"Việc một người biết rõ tình_hình tài_chính của Kim_Sae_Ron , nói là "" cho đủ thời_gian "" rồi lại lật_mặt gửi thông_báo pháp_lý , đẩy người ta đến bờ vực thẳm ... Có_vẻ như hành_động này không xuất_phát từ ý_chí phải nhận lại 700 triệu won đã cho vay trong quá_khứ . Tôi hiểu được nỗi đau của người đã khuất nên lòng tôi rất đau_buồn . Xin cầu_nguyện cho người đã khuất được an_nghỉ .",94,Không ủng hộ
2501,"Tôi cũng nghĩ vậy . Cảm_giác như có mục_đích gì đó , sự_thật không được tiết_lộ thì phải . Có cảm_giác như đứa trẻ đó phải gánh hết mọi thứ",35,Trung lập
2502,"Gửi tin nhắn đến mức đó cơ_mà ! ! Chà , đỉnh thật ! ! Đúng là nhân_cách tuyệt_vời ! ! Cái thứ như_thế mà_lại được lên TV sống tốt , cái xã_hội này đúng kiểu đảng dân_chủ",49,Không ủng hộ
2503,Việc giữ_nguyên Hyun_Ki_Jo ... Chắc_chắn là thân Trung_Quốc rồi . Chắc_hẳn là có nhiều việc làm_ăn với Trung_Quốc .,28,Không ủng hộ
2504,"Một đứa trẻ nhỏ như_vậy phải một_mình chống lại những người_lớn xấu_xa , thật đáng buồn .",21,Không ủng hộ
2505,Bình_luận nghe mà thấy chóng hết cả đầu .,10,Trung lập
2506,"Tôi có một người dì sống ở Nhật_Bản và dì ấy nói rằng mẹ của Kim_Soo_Hyun đã làm_việc ở Akasaka , Tokyo để hỗ_trợ anh ấy . Bố của Kim_Soo_Hyun hầu_như không có thu_nhập gì nên mẹ anh ấy đã phải chịu khổ rất nhiều . Vậy_mà Kim_Soo_Hyun lại đi chơi ở Nhật_Bản và kiếm tiền ở Trung_Quốc .",77,Không ủng hộ
2507,Kim_Sae_Ron thật đáng thương . Tôi không biết cô ấy đã trải qua chuyện gì . Tôi không ngờ Kim_Soo_Hyun lại là người như_vậy . Anh ta nên nhận hình_phạt thích_đáng .,41,Không ủng hộ
2508,Nghe_nói 88 gì đó đã quay_phim ? Nó chết rồi à ?,14,Không liên quan
2509,Mấy thằng đó với mấy đứa nghệ_sĩ nhân_phẩm có vấn_đề mà hôm đó mở tiệc chơi_bời cùng nhau nữa .,24,Không ủng hộ
2510,Đúng kiểu không phải DiCaprio ... mới hơn 20 đã đòi chia_tay .,16,Không ủng hộ
2511,"Tôi hiểu tại_sao Kim_Sae_Ron không trực_tiếp tiết_lộ về Kim_Soo_Hyun đến_cùng . Vì scandal là một việc rất khó_khăn đối_với người nổi_tiếng , cô ấy biết rõ hơn ai hết rằng nó quan_trọng như kế sinh_nhai của mình , và cô ấy đau_khổ vì điều đó . Ngay cả khi người đó đã phản_bội cô ấy , cô ấy vẫn lựa_chọn con đường chết và quan_tâm đến người đó .",90,Ủng hộ
2512,Đến cuối_cùng vẫn tốt_bụng ... Bản_thân thì bị chửi_rủa không ngớt Một đứa trẻ còn nhỏ như_vậy phải gánh_chịu tất_cả,29,Ủng hộ
2513,"Đừng chỉ thân Trung_Quốc , giải_tán Quốc_hội mới là đáp_án .",16,Không liên quan
2514,Hy_vọng bạn sẽ tiết_lộ mọi thứ ...,9,Trung lập
2515,Tôi đã từng thích Kim Soo-hyun ... Hoá_ra chỉ là vẻ bề_ngoài thôi à ... Yêu_đương với trẻ vị_thành_niên 6 năm trời là sao chứ .,36,Không ủng hộ
2516,Quá_đáng thật . Điên mất rồi .,10,Không ủng hộ
2517,Wow ... Mấy cái bọn ấu dâm nhìn người chưa thành_niên như khác giới_tính thật_sự ghê_tởm vãi,23,Không ủng hộ
2518,Hậc ! Baek_Jong_Won ! Chẳng tin được ai nữa .,14,Không liên quan
2519,"Thật là một chuyện buồn đáng tiếc ... Tôi hy_vọng Kim_Soo_Hyun sẽ không làm diễn_viên nữa . Nếu nhân_cách anh ta như_vậy , thì có phải vì không giúp_đỡ 700 triệu won mà người_yêu anh ta đã tự_tử không ? Đau_lòng quá . Một diễn_viên tài_năng mà ...",63,Không ủng hộ
2520,"Gần đây Gaseyeon rất trong_sạch vì không có Yongseok và Yongho tội_phạm , chỉ một_mình Kang_Yongseok dẫn_dắt . < br > Tiến lên nào",39,Không liên quan
2521,"Tôi đã xem "" Ác_Quỷ "" rồi",9,Không liên quan
2522,"Ôi , thật_sự là Kim_Soo_Hyun quá bẩn_thỉu ...",15,Không ủng hộ
2523,"Tôi thấy khó mà chỉ xem video thôi đã phán_đoán được sự_thật , những người khác thì không như_vậy à ?",25,Trung lập
2524,"Nếu không_thể đánh_giá bằng video thì nhất_thiết phải tận_mắt chứng_kiến cảnh mút mát , liếm_láp trước mặt mới tin à ?",29,Không ủng hộ
2525,Chắc là do bạn không muốn tin nên mới thế dù đã xem ảnh hôn nhau rồi .,19,Không ủng hộ
2526,Chắc là không muốn tin đấy thôi …,8,Trung lập
2527,Tôi không hiểu yêu_cầu của bạn .,8,Không liên quan
2528,Chắc 700 triệu won không phải là tiền đối_với Kim_Soo_Hyun ... Thất_vọng vì không bảo anh ta trả từ_từ .,25,Không ủng hộ
2529,"Thật_sự quá hèn . Kim_Soo_Hyun có chim không vậy ? Sao một người đàn_ông lại thiếu trách_nhiệm như_thế , thật không ra gì .",32,Không ủng hộ
2530,Khủng_khiếp .,4,Không ủng hộ
2531,Đm biết tí tiếng Hàn mà mình cũng khôngo dịch được luôn .,16,Không liên quan
2532,Tổ_chức tiệc chỉ 6 ngày sau khi Kim_Sae_Ron qua_đời thì quá_đáng thật ....,20,Không ủng hộ
2533,"Đặc_điểm của kẻ thái nhân_cách đó , đáng sợ .",12,Không ủng hộ
2534,Jeon Ji-hyun là người Hoa_kiều à .,10,Không liên quan
2535,"Tôi không phải là fan của Kim_Sae_Ron , nhưng nghĩ đến việc một đứa trẻ phải chịu_đựng một_mình thì thấy thương ... Tôi đã nghĩ việc cô ấy ra đi vào ngày sinh_nhật của một diễn_viên chỉ là trùng_hợp , nhưng hoá_ra ... thật ý_nghĩa ... Cô ấy đã ôm tất_cả mọi thứ và ra đi ...",72,Không ủng hộ
2536,Đúng vậy ... Thật đáng thương ... Chắc_hẳn đã khó_khăn lắm ...,18,Ủng hộ
2537,"Chỉ thấy tiếc cho mạng người thôi . Sau_này lớn rồi nhìn lại mới thấy chuyện yêu_đương thời thiếu_niên , đôi_mươi chẳng là gì cả , nhưng chắc_hẳn lúc đó người trong cuộc đã rất khó_khăn .",46,Trung lập
2538,"Seo_Ye_Ji bị chửi là đồ tâm_thần , hoá_ra thằng tâm_thần thật là Kim_Soo_Hyun_Đóng phim mỗi tập được 800 triệu won mà có 700 triệu won cũng không trả , nó xin thêm thời_gian mà cũng không cho , còn giết người ta ... Mà_còn là người_yêu của mình nữa chứ ...",66,Không ủng hộ
2539,"Tôi hiểu rõ cảm_giác suy_sụp của người phụ_nữ đó ... Ôi Kim_Soo_Hyun thật đáng ghét , không phải là người nữa rồi . Kim_Sae_Ron thật đáng thương",38,Không ủng hộ
2540,Có nhất_thiết phải thúc_ép một người có khả_năng trả 700 triệu won nhưng cần thêm thời_gian và có điều_kiện kinh_tế dư_dả không ? Kim_Sae_Ron đang gặp khó_khăn và có khả_năng trả dần sau khi trở_lại làm_việc mà_lại làm_vậy thì quá_đáng ; với_lại họ đã hẹn_hò 6 năm rồi mà .,72,Không ủng hộ
2541,"Với Kim_Soo_Hyun , 700 triệu won chẳng khác_nào 70 nghìn won thôi ấy nhỉ ?",19,Không ủng hộ
2542,Đằng nào thì anh ta vẫn đang xin tiền từ một đứa trẻ .,14,Không ủng hộ
2543,"Từ xưa đến nay , tôi đã không hiểu tại_sao_Soo_Hyun lại nổi_tiếng . < br > < br > Không hiểu sao tôi ghét nó vì cảm_giác nó không rõ_ràng và giả_tạo . < br > Hoá_ra là có lý_do cả . < br > Máu của người bố đó đi đâu được chứ . < br > Với khuôn_mặt ngây_thơ , tươi_tắn đó mà < br > Dẫn đi chơi từ hồi cấp hai cơ đấy . < br > Vậy_mà đến đám_tang cũng không đến ? < br > Mày xong_đời rồi . < br > Không phải là người .",123,Không ủng hộ
2544,Seo_Ye_Ji và Kim_Soo_Hyun đã quay một bộ phim_truyền_hình tâm_lý về những người mắc bệnh_tâm_thần .,25,Không liên quan
2545,Seo_Ye_Ji so với cái đó chỉ là 수준_발톱 cỡ móng chân .,18,Không liên quan
2546,So với Kim_Soo_Hyun thì Seo_Ye_Ji là tiên_nữ rồi Dù_sao thì Seo_Ye_Ji với Kim_Jung_Hyun cũng bằng tuổi Seo_Ye_Ji phải dụ_dỗ thằng nhóc cấp 2 thì mới cùng đẳng_cấp,44,Không ủng hộ
2547,"Có_vẻ như hồi đó Ji_Hyung cũng lợi_dụng chuyện cho Seo_Ye_Ji đóng phim để trêu đùa cô ấy , rồi tung_hê mọi chuyện để Seo_Ye_Ji thân_bại_danh_liệt ... Seo_Ye_Ji cũng giống như một con tốt thí thôi .",55,Không liên quan
2548,"Rợn cả người , đúng là ác_quỷ .",12,Không ủng hộ
2549,tiếng Anh làm_ơn,4,Trung lập
2550,Kim Se-eui và Kim Soo-hyun giỏi đấy Soo-hyun giống cáo ghê .,19,Không ủng hộ
2551,"Nếu_mà là thật thì , < br > Bỏ_qua chuyện chênh_lệch tuổi_tác , < br > chuyện vị_thành_niên với người trưởng_thành đi , < br > Người ta có_thể là mối tình_đầu cũng là người đàn_ông cuối_cùng của đời mình đấy , < br > Quá_đáng thật . Người ta còn bé_dại lỡ làm sai thì cũng phải < br > bao_bọc rồi che_chở cho người ta chứ .",87,Không ủng hộ
2552,"Sao cứ phải tách riêng ra là người chưa thành_niên với người trưởng_thành để nói_chuyện vậy nhỉ Ngay từ đầu , quan_hệ yêu_đương giữa người chưa thành_niên và người trưởng_thành là không nên có rồi .",45,Không ủng hộ
2553,Đây là phạm_tội đó .,6,Không ủng hộ
2554,"Kim Soo-hyun là người_mẫu của Tencent , trụ_cột của tư_bản đảng Cộng_sản Trung_Quốc .",22,Không ủng hộ
2555,"Trời_ơi , thật_sự !",7,Trung lập
2556,Tôi không hiểu những người nói rằng gặp_gỡ và có đụng_chạm thân_thể với trẻ vị_thành_niên không phải là bất_hợp_pháp hoặc không có vấn_đề gì đang nghĩ gì ...,37,Không ủng hộ
2557,Cái túi Linu này chẳng phải là nhãn hàng mà bà Shim_Madam đã ra_mắt hồi trước sao ? Hồi đó quảng_bá rầm_rộ cho giới nghệ_sĩ mà . Hyun_Bin còn xách túi chụp ảnh khi được nghỉ_phép quân_sự nữa cơ_mà,51,Không liên quan
2558,"Đến đám_tang cũng không đi cơ á , đúng là ...",12,Không ủng hộ
2559,"Tôi xin_lỗi . Đã có lúc tôi nghĩ Kim_Sae_Ron đã kiếm được bao_nhiêu tiền trong hơn 10 năm sự_nghiệp diễn_xuất và đã làm gì với số tiền đó . Nhưng thông_qua tin_tức lần này , tôi đã biết toàn_bộ sự_thật và tôi đứng về phía gia_đình bạn . Chúc bạn may_mắn . Tôi xin_lỗi vì đã hiểu lầm .",73,Không ủng hộ
2560,Thật tuyệt_vời khi bạn thừa_nhận và xin_lỗi . Tôi nghĩ chị Sae_Ron cũng sẽ hạnh_phúc ở thế_giới bên kia vì người_dân đã nhận ra sự chân_thành của bạn dù có muộn_màng .,42,Ủng hộ
2561,Không phải vậy . Dù có xin_lỗi cả trăm lần cũng không_thể rửa sạch tội_lỗi đó đâu . Tôi nghĩ hiểu lầm cũng là một tội lớn .,31,Không ủng hộ
2562,Đúng quá còn gì,4,Ủng hộ
2563,"Thật_sự đau_lòng và buồn_bã . Tôi luôn theo_dõi phim của Sae_Ron và là một diễn_viên tôi rất thích , nhưng xem nội_dung tin nhắn , tôi không biết cô ấy đã khó_khăn đến mức nào , sao một người có_thể nhẫn_tâm đến vậy , hẹn_hò 6 năm , hơn_nữa lại là trẻ vị_thành_niên ... thật không_thể tin được .",82,Không ủng hộ
2564,Hầy ... đúng là ...,7,Trung lập
2565,"Sao không nghe máy , sao không trả_lời tin nhắn ... Thật_sự rất tiếc_thương cho Kim_Sae_Ron , tôi phát điên mất .",32,Không ủng hộ
2566,"Tôi không hiểu nổi việc mấy gã đàn_ông coi trẻ vị_thành_niên , mới 15 tuổi , như phụ_nữ rồi hẹn_hò . Mà_lại còn là mấy ông chú U30 nữa chứ . Đàn_ông ai cũng vậy hả ? ? ? Ghê_tởm . Kim_Soo_Hyun cũng không có lương_tâm luôn . 15 tuổi thì vẫn còn là con_nít đó . Mấy ông chú huỷ_hoại cả cuộc_đời con_bé rồi . Thật lòng mà nói , chênh_lệch tuổi_tác cỡ đó thì làm_sao mà nói_chuyện được . Chắc chỉ muốn vui_vẻ qua đường thôi chứ gì ? ?",124,Không ủng hộ
2567,Có ai Việt_Nam ở đây không ?,9,Không liên quan
2568,Giờ thì đầu_hàng đi ! ! ! !,9,Không ủng hộ
2569,"Một người có nhiều tiền như_vậy ... bắt một cô gái 20 tuổi xinh_đẹp đang rơi xuống đáy , không_thể làm thêm , không_thể dùng Instagram , tất_cả công_việc đều bị cắt , phải đưa ngay 700 triệu won thì chẳng phải là bảo Kim_Sae_Ron đi bán_thân một_cách trắng_trợn sao ? Thật là tàn_nhẫn ...",75,Không ủng hộ
2570,"Trong Kakao có nghệ_sĩ thuộc Đảng Cộng_sản Trung_Quốc , kích_động phong_trào bài Nhật và phong_trào nữ_quyền của Yoon Mi-hyang , thậm_chí còn khiến người khác tự_tử . Gia_đình người này còn ăn_cắp tiền công_quỹ từ_tổ_chức từ_thiện . Trưởng_đoàn múa Maha_Jung Hyun-sook đã đăng_tải video kích_động luận_tội . Tổ_chức từ_thiện này được Park Won-soon thân Trung_Quốc hỗ_trợ , lợi_dụng việc quyên_góp để trục_lợi từ ngân_sách quốc_gia . Hiệp_hội Taekwondo_Chia sẻ Hạnh_phúc là gia_đình của Bae Wan-young và Bae Sang-moon.",127,Không liên quan
2571,"Thật tàn_nhẫn . Không phải là không trả 700 triệu won , mà là đem ra đùa_bỡn rồi vứt bỏ khi còn là vị_thành_niên .",32,Không ủng hộ
2572,Nhưng_mà việc Saeron không lan_truyền tin_tức mà chỉ âm_thầm rời đi khiến tôi đau_lòng .,21,Trung lập
2573,Rõ_ràng là tội_phạm dụ_dỗ và thao_túng tâm_lý .,13,Không ủng hộ
2574,"Tôi biết người nổi_tiếng kiếm 700 triệu won rất nhanh ... Nếu đó là sự_thật , thì dù là về mặt con_người , điều đó là quá_đáng ...",35,Không ủng hộ
2575,"Nếu_mà trả 700 triệu won thì phải thanh_toán cả công_sức giúp_đỡ không lương khi thành_lập công_ty nữa chứ , đúng là đồ không phải người .",32,Không ủng hộ
2576,Lũ bán nước ! ! !,7,Không liên quan
2577,"Tại_sao chuyện yêu_đương của hai người mà chỉ có một cô gái vô_tội , hơn_nữa còn cách nhau hơn 10 tuổi , phải chịu trách_nhiệm , đến cuối_cùng một người thì cố_gắng che_đậy còn một người thì cố_gắng chôn vùi ... Mong rằng sự_thật sẽ được phơi_bày .",63,Không ủng hộ
2578,Đúng vậy nhỉ Chỉ có đứa trẻ là đi thôi Thấy đau_lòng thay cho người phụ_nữ,18,Không ủng hộ
2579,Thì_ra là biến_thái àaaaa,9,Không ủng hộ
2580,Chúc_mừng bạn đã có vé đi thẳng xuống địa_ngục .,12,Không ủng hộ
2581,Sao cứ xoá bình_luận của tôi vậy ㅡㅡ,11,Không liên quan
2582,Chà ... cuối_cùng lại rơi xuống vực thẳm thế_này nữa sao ...,14,Trung lập
2583,"Kim_Soo_Hyun , anh là con_người hả ? Ghê_rợn thật .",15,Không ủng hộ
2584,"Diễn_xuất tốt thôi chứ bản_chất con_người không tốt_đẹp gì . Kim_Soo_Hyun ủng_hộ Trung_Quốc , giờ sẽ không thích anh ta nữa .",32,Không ủng hộ
2585,Những kẻ thực_sự xấu_xa lại đóng vai người tốt . Người tốt đóng vai ác vì họ không biết người xấu như_thế_nào . Họ chỉ cố_gắng để trông thật xấu_xa thôi .,38,Trung lập
2586,"Gậy ông đập lưng ông . Làm_ơn vừa_phải thôi , với một người đang bị chặn đường kiếm tiền . Dù gì cũng là người bạn trẻ đã cùng nhau trải qua một thời_gian dài như_vậy , hơn ai hết bản_thân bạn phải là người hiểu rõ nhất chứ ?",58,Không ủng hộ
2587,Ác_quỷ giữa nhân_gian .,6,Không ủng hộ
2588,"Thất_vọng về Kim_Soo_Hyun quá , từ nay đừng xem nữa .",14,Không ủng hộ
2589,"Còn phải tìm_hiểu thêm mới biết chân_tướng sự_việc thế_nào , nhưng_mà khoảnh_khắc mà anh đi kiện người_nhà nạn_nhân là anh xong_đời rồi đó .",34,Không ủng hộ
2590,"Không hiểu sao tôi lại không thấy hứng_thú với phim của người này nên chưa từng xem . Dù_sao thì vẫn thấy sốc . Nhưng_mà đứa trẻ đó có_vẻ sâu_sắc và tốt_bụng ... Chắc nó cảm_thấy dù có cố_gắng thế_nào cũng không thắng nổi , không phải là đối_thủ ... Haizz . 25 tuổi vẫn còn là trẻ_con mà , thấy buồn thật ....",80,Trung lập
2591,Bạn nào người Indonesia dịch và tóm_tắt lại giúp mình với .,13,Không liên quan
2592,"Yêu_đương hay gì_thì_gì , dù_sao cũng là nghệ_sĩ cũ đã gắn_bó mấy năm trời , chứ có phải là không trả đâu mà . Xin thêm chút thời_gian có sao . 7 tỷ won là số tiền lớn thật đấy , nhưng đâu đến mức không có số tiền đó là công_ty phải đóng_cửa , hay_là không sống được đâu . Thật là không có tình người gì cả .",85,Không ủng hộ
2593,"Ôi , tôi không hiểu gì cả .",9,Trung lập
2594,Đây là một vấn_đề nghiêm_trọng cần điều_tra chứ không phải chuyện tầm_phào . Đã bỏ lỡ_thời điểm để xem_xét lại rồi .,30,Trung lập
2595,Xin chào từ Indonesia,4,Không liên quan
2596,Mong rằng sự trừng_phạt và thiên phạt sẽ giáng xuống .,12,Không ủng hộ
2597,tội_nghiệp Sae-ron ..,6,Không ủng hộ
2598,Nếu đang hẹn_hò thì Kim_Ji_Won thật đáng thương .,12,Không ủng hộ
2599,Bỏ_Kim_Ji_Won ra đi . Đến cả việc nhắc đến thôi cũng thấy có lỗi rồi .,20,Không ủng hộ
2600,Kim_Ji_Won có_vẻ có tiêu_chuẩn cao hơn mình nghĩ . Nhìn cách hẹn_hò với ㅇㅇㅅ thì biết .,24,Không liên quan
2601,"Kim_Sae_Ron tuy nhỏ_tuổi hơn Kim_Soo_Hyun rất nhiều nhưng lại trưởng_thành hơn nhiều . Không phải là không trả mà là sẽ trả hết nên đã thử điều_chỉnh thời_gian + vì lo cho ngôi_sao Trung_Quốc Kim_Soo_Hyun mà đến lúc chết cũng không công_khai ảnh bằng_chứng quyết_định nếu là tôi chắc đã chơi kiểu mày chết tao cũng chết , công_khai hết rồi + không đổ lỗi cho ai mà tự mình chịu_đựng đến chết Uống rượu lái_xe là sai nhưng lại quá khắc_nghiệt với người đã cố_gắng vượt qua và nỗ_lực sống một cuộc_đời mới sau đó .",123,Không ủng hộ
2602,thương quá ..,3,Trung lập
2603,Biểu_tượng cảm_xúc thể_hiện sự buồn_bã,9,Không liên quan
2604,"Nghe_nói anh ấy là trụ_cột gia_đình , một_mình nuôi sống các em và cả mẹ nữa ... Chắc_hẳn anh ấy đã trưởng_thành hơn so với tuổi thật của mình .",38,Trung lập
2605,Những người trưởng_thành hơn so với tuổi sẽ không lái_xe khi say rượu ...,17,Không ủng hộ
2606,Có phải ngôi_sao Trung_Quốc không_thể hoạt_động ở Trung_Quốc do lệnh cấm làn_sóng Hàn_Quốc không ?,23,Không liên quan
2607,Làm_ơn tạo phụ_đề cho khán_giả quốc_tế . Chúng_tôi cũng muốn biết sự_thật .,19,Trung lập
2608,Sởn gai_ốc và trơ_tráo thật đấy Kim_Soo_Hyun .,13,Không ủng hộ
2609,"Liệu những người ở đó có thực_sự không biết không nhỉ , chuyện này vốn là bí_mật công_khai trong giới giải_trí mà ... ha .",30,Trung lập
2610,Tôi không hiểu .,4,Trung lập
2611,"Không biết họ đã từng hẹn_hò hay không , nhưng họ từng là người cùng công_ty quản_lý , vậy_mà lại không đến đám_tang sao ? ? ? ? Wow ..... tôi sốc luôn .",42,Không ủng hộ
2612,Có người Thái không ạ ?,6,Không liên quan
2613,"Thằng chó Kim_Soo_Hyun kia , 7 năm trời lén_lút dụ_dỗ trẻ vị_thành_niên để vui_thú , còn gửi cả giấy_báo nợ 700 triệu won đẩy người ta đến chỗ tự_sát cơ à ?",42,Không ủng hộ
2614,"Đại ký_giả Kim Se-ui , luôn cảm_ơn anh . Kính_trọng anh .",18,Ủng hộ
2615,"Không ngờ một người như Kim_soo hyun lại hành_động như_vậy , thật là quá_đáng .",20,Không ủng hộ
2616,Cấp 2 lên cấp 3 đúng là vãi cả đái thật chứ đùa à ... ...,16,Không liên quan
2617,Với 700 triệu mà hình_tượng xuống_dốc luôn kìa,10,Không ủng hộ
2618,Ôi ... ảnh giống nhau y_hệt .,9,Không liên quan
2619,Ở đây lại thấy bà Shim xuất_hiện nữa nè .,13,Không liên quan
2620,Xin chia buồn sâu_sắc . Cầu_mong người đã khuất yên_nghỉ ở nơi tốt_đẹp .,18,Không liên quan
2621,"Tôi đã từng là fan của Kim Soo-hyun và Wang_Fen , nhưng tôi thất_vọng .",19,Không ủng hộ
2622,Ghê_tởm và bẩn_thỉu đến mức không_thể xem được . Ủng_hộ Kaseyeon .,22,Không ủng hộ
2623,Ôi ... ảnh Kim_Soo_Hyun đỉnh thật_sự .,11,Không liên quan
2624,"Làm_sao có_thể hiểu thấu trái_tim của người đã khuất , người ôm hết mọi thứ và ra đi ...",24,Trung lập
2625,Vậy là anh đã làm chuyện đó với trẻ vị_thành_niên ... Bảo sao có cả bằng_chứng ảnh mà vẫn một_mực phủ_nhận không có quan_hệ gì . Mọi mảnh ghép khớp với nhau rồi .,44,Không ủng hộ
2626,"Thằng chó chết tiệt , đồ quỷ dữ .",10,Không ủng hộ
2627,Sự sụp_đổ của Kim_Soo_Hyun,7,Không ủng hộ
2628,Tôi không muốn nhìn thấy mặt Kim_Soo_Hyun ở Homeplus . ㅡㅡ,15,Không ủng hộ
2629,"Rồi , dành cho những_ai sốt_ruột , xem tại",14,Không liên quan
2630,"Hoá_ra chỉ là con gián thôi à , cứ tưởng Kim_Soo_Hyun là người ngoài hành_tinh chứ .",23,Không ủng hộ
2631,Không hiểu .,3,Không liên quan
2632,Tống_Kim_Soo_Hyun vào tù ngay_lập_tức . Công_lý cho Kim_Sae_Ron !,18,Không ủng hộ
2633,"Chắc có khoảng 70 tỷ won chứ gì , mà hẹn_hò 6 năm trời lại đối_xử với người_yêu cũ như_thế ... quá_đáng .",29,Không ủng hộ
2634,"Xem những dòng mà diễn_viên Kim_Sae_Ron chưa kịp đăng , có_thể thấy dù phản_bác nhưng cô ấy vẫn lo_lắng đối_phương bị tổn_thương , thật là một người quá tốt_bụng . Tôi rất đau_lòng . Một lần nữa , tôi xin chân_thành cầu_nguyện cho Kim diễn_viên được yên_nghỉ . Trong thế_giới này , tôi phải nói gì với con gái mình đây , lòng tôi thật nghẹn_ngào .",89,Trung lập
2635,Phải cẩn_thận với đàn_ông .,7,Không ủng hộ
2636,Có nhiều tiền mà_còn làm_vậy với 7 tỷ won . Đồ keo_kiệt .,16,Không ủng hộ
2637,Kim_Soo_Hyun đúng là nghèo_rớt_mồng_tơi .,10,Không ủng hộ
2638,Nói một_cách ngắn_gọn thì sống như_thể vợ_chồng hờ . Còn có cả con_nhỏ nữa .,21,Không ủng hộ
2639,Haizzz_Kim_Sae_Ron đáng thương thật .,11,Không ủng hộ
2640,Kim_Sae_Ron đáng thương quá .,8,Không ủng hộ
2641,Thật_sự quá sốc ...,6,Trung lập
2642,Sao Golden không xin_lỗi toàn dân đi ? Đám ác ma và kẻ đứng sau tổng_thống kia thôi lật_lọng đi và trở về thuở ban_sơ đi .,33,Không liên quan
