ID,Token Count,Comment Text,Label
11571,29,"Won_Bin thì cố_gắng bảo_vệ Kim_Sae_Ron đến_cùng , còn Kim_Soo_Hyun thì lại muốn đẩy cô ấy xuống tận đáy .",Không ủng hộ
11572,114,"Tôi cũng mới nghe đến Gaseyeon lần đầu , nhưng cái băng đô thì lại là phản_đối luận_tội Yoon Seok-yeol ... Còn nội_dung thì lại là Kim Soo-hyun , Kim Sae-ron. Buồn_cười thật . Thú_vị đấy . Phải đào sâu triệt_để để làm sáng_tỏ sự_thật . Hơn_nữa , họ còn khăng_khăng nói Seo Ye-ji không liên_quan nữa chứ ... Người nổi_tiếng thì có ai mà "" Dạ , tôi sai rồi , đó là lỗi của tôi "" đâu chứ ? ?",Trung lập
11573,66,"Biết là người đã khuất thì sẽ không bị truy_tố vì thiếu bằng_chứng nhưng hình_ảnh thì đã tan_tành rồi . Chắc_hẳn đã định bịt miệng Kim_Sae_Ron bằng 700 triệu won , định xoá clip đi nhưng người ta lại về trời nên hoảng lắm nhỉ , ngay đúng ngày sinh_nhật nữa chứ .",Không ủng hộ
11574,5,Chúng_tôi cần dịch .,Không liên quan
11575,18,41 tuổi mà kết_hôn với người 21 tuổi á ? ? ? Ghê_tởm .,Không ủng hộ
11576,25,"Tôi đã rất kinh_ngạc về người dẫn_chương_trình . Hãy cùng "" bóc phốt "" những thứ nhảm_nhí khác_nào .",Không liên quan
11577,20,"Tôi ủng_hộ bạn , người bảo_vệ sự_thật và chúc Saeron những điều tốt_đẹp nhất",Ủng hộ
11578,73,"Tôi ghét_cay_ghét_đắng cái loại người như_vậy . Nếu là người quen_biết thì còn có_thể giúp_đỡ được , nhất_định phải làm rõ chuyện này . Vì không còn cách nào khác nên mới phải chọn con đường đó . Đã sợ_hãi và khổ_sở đến mức nào chứ . Việc tự tay dứt bỏ_mạng sống của mình đau_đớn đến nhường nào .",Không liên quan
11579,14,Tại_sao lại lôi BTS vào chuyện chẳng liên_quan gì thế_này ?,Không liên quan
11580,27,Có hơi sốc thật .... Tất_cả hình_tượng xây_dựng suốt 10 năm qua tan_thành_mây_khói trong một khoảnh_khắc .....,Không ủng hộ
11581,6,Tôi cần bản dịch tiếng Anh .,Không liên quan
11582,22,Kim_Soo_Hyun điên rồi ... Chẳng_lẽ lại nghĩ là sẽ không bùng_nổ đến mức này sao ?,Không ủng hộ
11583,25,"Tôi giờ đang học cấp 2 mà lúc đó 27 tuổi ... ? Chà , đúng là ông chú già rồi ...",Không ủng hộ
11584,20,Nếu đây là lần đầu thích Gaseyeon thì nhấn đề_xuất Đúng kiểu Gaseyeon ngày_xưa,Không liên quan
11585,54,"Uầy dạo này thật_sự là sao vậy ? Phản_đối luận_tội , Kim_Sae_Ron_Kim_Soo_Hyun , thế_hệ MH , quỹ Roh_Moo_Hyun_Còn nhiều cái lớn hơn nhiều nữa mà sự_cố sự_việc nổ tung trời luôn .",Trung lập
11586,10,Lần đầu_tiên tôi ủng_hộ Kaseyeon .,Không liên quan
11587,55,"Tôi thậm_chí còn là một người từng ghét Kim_Sae_Ron . Nghĩ_bụng tại_sao con_bé này lại nổi_tiếng , lại thành_công như_vậy ? Nhìn tôi thấy có gì đặc_biệt đâu ... Nhưng_mà , thấy thương và tiếc cho em ấy quá ...",Ủng hộ
11588,32,"Xin chào , bạn có_thể cung_cấp bản dịch sang tiếng Indonesia và tiếng Anh để chúng_tôi có_thể hiểu được không ? Cảm_ơn bạn .",Không liên quan
11589,24,"Chẳng phải kỳ_lạ sao , người đó từ trước đến giờ toàn tỏ ra như không thích phụ_nữ trưởng_thành ?",Không ủng hộ
11590,15,Tôi muốn hỏi Kim_Soo_Hyun là diễn_viên hạng gì ở Hàn_Quốc .,Trung lập
11591,4,Đỉnh của chóp .,Không liên quan
11592,4,Bậc thượng_thừa .,Không liên quan
11593,110,"Gương_mặt tươi_cười , ánh mắt hiền_lành mà sau lưng lại làm những chuyện đó suốt bao năm .... Không biết vì sao Se-ron lại gặp phải thử_thách này nhưng nếu xung_quanh có những anh_chị giúp_đỡ dù chỉ một_chút thôi_thì đã không xảy ra chuyện này rồi ... Chắc_hẳn đã tin_tưởng Kim Soo-hyun nên mới vào công_ty đó , thật đáng tiếc . Những kẻ chưa biết sự_thật mà đã buông lời ác_ý cay_độc với Se-ron cũng phải nhận sự trừng_phạt thích_đáng ! !",Không ủng hộ
11594,49,"Nếu Kim Soo-hyun muốn tẩy trắng thân_phận và làm người nổi_tiếng thì phải sống trong_sạch chứ , thói hư tật xấu đó không bỏ được đâu ... Tên đã hại Kim Sae-ron , mày cũng đến đoạn kết rồi .",Không ủng hộ
11595,42,"Kim_Sae_Ron đã tuyệt_vọng đến mức nào ... Tôi đã từng nghĩ tốt về Kim_Soo_Hyun , nhưng anh ta chỉ là một kẻ hám tiền . Anh ta đã có rất nhiều tiền rồi mà .",Không ủng hộ
11596,15,Tôi muốn hỏi Kim_Soo_Hyun là diễn_viên hạng gì ở Hàn_Quốc .,Trung lập
11597,71,"Kim_Soo_Hyun , đây là khởi_đầu cho sự huỷ_hoại cuộc_đời mày ! Hành_vi của mày quá đồi_bại , gây ra tổn_thương tinh_thần và cái chết cho con của người khác , nên tao thậm_chí còn không thèm nói nặng_lời . Cuộc_đời mày sẽ tràn_ngập những lời nguyền_rủa ,_Soo_Hyun à !",Không ủng hộ
11598,5,An_nghỉ nhé .,Không liên quan
11599,12,Đến nói là rác cũng thấy có lỗi với rác .,Không ủng hộ
11600,11,cho xin đoạn nhạc_khúc đầu đi mọi người ơiii,Không liên quan
11601,52,"Mong rằng người đàn_ông này sẽ phải trả_giá trước pháp_luật cho tất_cả những điều tồi_tệ mà hắn đã gây ra cho cô bé . Cô bé chỉ là một đứa trẻ , thật kinh_tởm . Hắn không được chào_đón ở Brazil !",Không ủng hộ
11602,73,"Thực_ra , tôi đã nghi_ngờ rằng từ ngày mất của Sae_Ron trùng với ngày sinh_nhật của Kim_Soo_Hyun , có_lẽ là một dấu_hiệu cho thấy Sae_Ron đã phải chịu một sự oan_ức khủng_khiếp liên_quan đến một diễn_viên hạng Anh . Mong rằng_Soo_Hyun sẽ được trao giải . Chúa không ngủ và sẽ sớm trừng_phạt tội_lỗi .",Không ủng hộ
11603,78,"Là người_yêu cũ , lại còn đưa về công_ty quản_lý của mình thì phải đối_đãi tử_tế chứ , giờ hết giá_trị lợi_dụng thì vứt bỏ , còn gửi cả thông_báo pháp_lý nữa , Kim_Soo_Hyun đã vứt bỏ cả đạo_lý làm người rồi ... Xin_lỗi Sae_Ron ... Mong bạn gạt bỏ hết uất_ức và nghỉ_ngơi thoải_mái ...",Không ủng hộ
11604,23,"Trả quá nhiều tiền cho đám nghệ_sĩ nên chúng chỉ làm mấy trò bẩn_thỉu , ghê_tởm .",Không ủng hộ
11605,15,"Lũ nghệ_sĩ bẩn_thỉu , bớt trả tiền cho chúng đi .",Không ủng hộ
11606,12,"Mất_trắng 700 triệu won rồi , haizz .",Trung lập
11607,19,"Chun_Ji_Hyun lại gây sốc nữa rồi , đúng là tiền là trên_hết mà .",Không liên quan
11608,6,Tống nó vào tù đi .,Không ủng hộ
11609,9,Cái này đúng là rác_rưởi ...,Không liên quan
11610,16,Không ngờ có ngày tôi lại cổ_vũ Viện Nghiên_cứu Dọc và Ngang ...,Trung lập
11611,15,Tôi nghĩ Kim Soo-hyun đang xem chương_trình này . Một phiếu .,Không liên quan
11612,102,"Những kẻ có tướng mắt xếch lên như Kim_Soo_Hyun , mắt ti_hí , mắt rắn , mắt chim_sẻ thì ở công_ty , nơi làm_việc nhất_định phải tránh xa và né họ ra ... ... ... ... ... ... ... Xung_quanh họ sẽ bị hút máu đấy . Nhất_định phải loại_bỏ khỏi danh_sách thăng_tiến và sa_thải họ đi . Hãy nhớ kỹ . Tướng_mạo và ánh mắt như_vậy là khoa_học đấy , tôi sống gần 40 năm mới nghiệm ra ! ! !",Không ủng hộ
11613,29,Đàn_ông mà cư_xử không ra gì khi kết_thúc mối quan_hệ . Mấy ngôi_sao mãi không chịu kết_hôn đều có vấn_đề cả .,Không ủng hộ
11614,12,Tôi nghe nói Jun Ji-hyun là người Hoa_kiều .,Không liên quan
11615,25,Thật_sự không phải cứ thấy là tin được đâu ... Đến cả người nổi_tiếng cũng không đáng tin nữa rồi .,Trung lập
11616,14,"Không phải có_thể trì_hoãn vụ kiện sao , thật quá_đáng .",Không ủng hộ
11617,17,Kim Soo-hyun mà đến Trung_Quốc chắc bị xử_tử mất phun cả cơm .,Không liên quan
11618,11,Hãy nói cho tôi biết tất_cả trước tuần sau nhé,Không liên quan
11619,12,"Thương Sê-ron quá , tôi khóc mất ...",Không ủng hộ
11620,14,"Giờ mới xem , nghẹn cả họng . Đúng là đồ tồi .",Không ủng hộ
11621,18,"Ôi , đồ cặn_bã ! Bạc_đãi xong vứt bỏ Quả_báo nhãn_tiền !",Không ủng hộ
11622,8,Còn vụ 8 quả bom thì sao ?,Không liên quan
11623,42,"Kim_Soo_Hyun sẽ đưa ra thông_báo vào tuần tới . Hôm_nay là thứ Năm , có_vẻ như anh ấy sẽ chuẩn_bị trong bốn ngày từ thứ Sáu , thứ Bảy và Chủ_Nhật .",Trung lập
11624,50,"< br > “ 习近平操你妈_Xí_Jìnpíng cāo nǐ mā ” trong tiếng Trung là một câu chửi_rủa kiểu như "" Tập_Cận_Bình ㅅㅂ "" vậy đó , hahaha .",Không liên quan
11625,88,"Kim Soo-hyun đúng là ㅉㅉ . Nhân_cách khác xa Won_Bin thật_sự . Nếu là trong phim "" Ông chú "" thì Won_Bin nên trừng_trị những việc xấu mà Soo-hyun đã làm đi . Không nói đến chuyện hẹn_hò với trẻ vị_thành_niên , nhưng sao một kẻ kiếm được nhiều tiền như cậu ta lại thúc_ép nợ_nần , đẩy một đứa trẻ yếu_đuối vào chỗ chết vậy ...",Không ủng hộ
11626,10,"Chú à , mong chú trả_thù cho con ...",Không liên quan
11627,44,"Không hiểu sao tôi lại linh_cảm rằng gã này sẽ còn thảm hơn ả kia vì tội ấu dâm . Wow , Unicorns_Megastars , bao_nhiêu hình_tượng tốt_đẹp về gã trong tôi tan_tành .",Không ủng hộ
11628,16,"Dù tôi không hiểu nghĩa , nhưng chú ơi , tôi ủng_hộ chú",Ủng hộ
11629,43,Ép_buộc Kim_Soo_Hyun bằng 700 triệu won rồi nhất_quyết đẩy người ta đến chỗ chết ... Con_người thật xấu_xa . Đã từng là người_yêu mà_lại nỡ đẩy nhau xuống vực thẳm như_vậy sao .,Không ủng hộ
11630,17,Hãy gửi hắn ta đến Hàn_Quốc và bắt hắn ta phục_vụ trong quân_đội .,Không ủng hộ
11631,10,"Kim_Soo_Hyun , đi vui_vẻ nhé .",Không ủng hộ
11632,29,Đây không_chỉ là vấn_đề 700 triệu won mà là việc cố_tình gài bẫy nợ_nần để chôn vùi sự_nghiệp của Sae_Ron mà .,Không ủng hộ
11633,8,"Đúng vậy , để nén đó .",Không liên quan
11634,9,Hoan_hô chương_trình này Tuyệt_vời ạ,Không liên quan
11635,28,"Công_khai hết lũ nghệ_sĩ đã vui_vẻ ăn_chơi ở tiệc sinh_nhật của thằng đó ra , biết là ai rồi đấy nhé .",Không ủng hộ
11636,13,""" Sinh_nhật của bạn là ngày cuối_cùng của tôi . """,Không liên quan
11637,49,Nghe_nói tuần sau Kim_Soo_Hyun sẽ đưa ra thông_báo chính_thức . Không biết anh ấy sẽ nói gì ? Liệu anh ấy có phải chịu tiền phạt vi_phạm hợp_đồng không ? Giờ đang đứng ở ngã ba đường rồi .,Trung lập
11638,43,"Kim Soo-hyun , 700 triệu won đối_với mày chẳng khác_nào cục kẹo_cao_su 7 won , giờ vứt bỏ Kim Sae-ron à , đúng là đồ hai mặt . Mày xong_đời rồi .",Không ủng hộ
11639,4,Chúa phù_hộ bạn,Không liên quan
11640,66,"Hồi tiểu_học con gái học cùng lớp , con_bé rất ngoan và hiền_lành . Sau khi đóng phim và nổi_tiếng vẫn rất ngoan . Đến bây_giờ mỗi khi có người hỏi ngoài đường ở khu chung_cư là có phải con_bé đã đóng phim không , tôi vẫn nhớ nụ cười bẽn_lẽn của con_bé",Không liên quan
11641,12,Đúng là đồ социопат .,Không ủng hộ
11642,4,Đồ tồi_tệ .,Không ủng hộ
11643,8,Không có đạo_đức cho nghệ_sĩ .,Không ủng hộ
11644,42,"Nghe đi nghe lại ... Lúc dì nói_chuyện , Sese cứ ngắt lời và chỉ nói điều mình muốn nói , thấy bực_bội ghê Tiếc là lẽ_ra nên để dì nói thêm chút nữa .",Trung lập
11645,22,Nếu là ở Mỹ thì Moon Hyung-bae đã bị bắt ngay_lập_tức và vào tù rồi .,Không liên quan
11646,63,"Bắt_đầu từ độ tuổi học_sinh cấp 2 , 1/4 cuộc_đời ... 6 năm quen nhau ... Chắc_hẳn Sae_Rom đã dựa_dẫm vào anh ta nhiều lắm vì bố cũng không có bên cạnh ... Đến mức nào mà_lại chọn kết_thúc cuộc_đời vào ngày sinh_nhật của anh ta chứ",Không ủng hộ
11647,15,Nếu_mà chết vào đúng ngày sinh_nhật thì còn gì để nói nữa .,Không liên quan
11648,29,Xin hãy giải_oan cho Kim_Sae_Ron khi còn nhỏ .... Tôi xin bạn đấy .... Tôi quá buồn và chỉ biết khóc thôi ....,Không ủng hộ
11649,23,Tuần sau ra thông_báo nhập hội Nếu thế_này mà không hẹn_hò thì Chó đi ngang qua cũng phải cười .,Không ủng hộ
11650,221,"Xem cái này mà tôi chỉ thấy tiếc_thương cho người đã khuất ... Bây_giờ Kim_Soo_Hyun đang bị chỉ_trích , nhưng nếu người đã khuất còn sống và sự_thật này được phơi_bày , thì có_lẽ người bị chỉ_trích lại là người đã khuất , và người ta sẽ nói "" Cô sai vì đã gặp loại đàn_ông này , cô sai vì đã lái_xe khi say rượu "" và chỉ_trích cô ấy thậm_tệ ... rồi còn nói cô ấy chỉ quen vì tiền , vậy.vậy ... Kim_Soo_Hyun có_lẽ đã bị gắn mác là "" gái "" và còn khó_khăn hơn_nữa , có_lẽ vì_vậy mà cô ấy đã không_thể nói với ai , và tôi thấy tiếc_thương vì cô ấy đã phải gánh_chịu tất_cả một_mình ... Mong rằng ở kiếp sau , cô ấy sẽ gặp được những người tốt bên cạnh như cha_mẹ tốt , người đàn_ông tốt , người_lớn tốt ... Dù_sao thì kênh Ga_Se_Yeon cũng không đáng tin cho lắm , nhưng lần này thì làm tốt đấy",Trung lập
11651,21,Trên sóng cũng cứ nhận là chú bác với mấy đứa 88er hoài ... đúng là cáo_già .,Không ủng hộ
11652,9,Kim_Soo_Hyun bán cả linh_hồn ...,Không ủng hộ
11653,12,Kim_Soo_Hyun chắc không sang Mỹ được rồi ?,Trung lập
11654,4,Thật nghẹn_ngào .,Trung lập
11655,42,Từ 1 giờ 18 phút ..... Mấy cái đứa bán linh_hồn cho Trung_Quốc chán_ngắt . 2 ngôi_sao Trung_Quốc bị bán rẻ vì tiền ..... Jeon Ji-hyun và Kim Soo-hyun.,Không liên quan
11656,17,"Đang chơi Liên_Minh Huyền_Thoại , và đúng là huyền_thoại thật ...",Không liên quan
11657,71,"Nếu Sae_Ron mà thành_công ở chỗ khác thì sẽ lộ ra cái sự kém_cỏi của ả , mà nếu vậy thì mọi thứ sẽ chấm_dứt nên ả mới giữ khư_khư bên cạnh , thao_túng tâm_lý , cố_tình dìm hàng để vùi_dập con_bé hoài Haizzz_Thương_Sae_Ron quá đi thôi , haizzz",Không ủng hộ
11658,44,"Nếu hắn ta huỷ_hoại một người phụ_nữ ... thì hắn ta cũng phải trả_giá ... lên như lông_hồng và xuống như chì ... ở đất_nước tôi , người ta gọi hắn là Đồ khốn .",Không ủng hộ
11659,87,Wow ... Thật_sự quá đỉnh . Có_thể bị kiện đó ... Wow nội_dung đỉnh thật_sự . Có chắc là YouTuber không vậy ? ? ? Đẳng_cấp này không phải YouTuber rồi ? Thật_sự là nhà_báo chân_chính mà ; ; ; ; Mà sao lại có cái vụ tổng_thống gì đó vậy ? Chỉ đăng riêng phần của Kim_Soo_Hyun thôi_thì sẽ hay hơn nhiều đó .,Trung lập
11660,15,Tôi cũng nuôi con nhưng_mà ... không_thể_nào tha_thứ được ! !,Không ủng hộ
11661,6,Đây không phải là người .,Không liên quan
11662,32,Chắc là đã cố_gắng bám_víu vào sợi dây thừng mục_nát để sống_sót ... < br > Còn trẻ và xinh_đẹp nữa chứ ... thật là ...,Trung lập
11663,29,Cái gì mới là sự_thật đây ... Dù_sao thì cũng cảm_nhận được nhiều hơn ... Người đáng sợ hơn cả ma_quỷ .,Trung lập
11664,4,Kẻ giết người .,Không ủng hộ
11665,33,Thằng tội_phạm mua_dâm trẻ vị_thành_niên ! Kẻ giết người đã hại chết Sae_Ron ! Cả đời_sống trong sự trừng_phạt của trời đi .,Không ủng hộ
11666,62,"Ôm hết mọi thứ này rồi bỏ_mạng , Sê_Ron à ... < br > Đã khó_khăn và đau_đớn đến mức nào ? < br > Ở thế_giới bên kia hãy an_nghỉ nhé < br > Những kẻ còn sống , người_trần_mắt_thịt nhất_định sẽ trừng_phạt chúng .",Không ủng hộ
11667,27,"Xem mà rơi nước_mắt , không xem tiếp được nữa , đau_lòng quá . Xin đừng như_vậy mà , thật đó .",Trung lập
11668,15,Cứu tôi với . _Soo_Hyun à ... nhất_thiết phải làm_vậy sao ?,Không ủng hộ
11669,21,_Su_Hyun à . Hãy làm người trước đi đã . Sao mà thương Sae_Ron quá vậy ...,Không ủng hộ
11670,8,xin vui_lòng cho phụ_đề tiếng_Anh,Không liên quan
11671,19,Mấy cái quảng_cáo của đám người nổi_tiếng chết_tiệt biến hết đi thì hơn ...,Không liên quan
11672,12,Cảm_ơn sự vất_vả của đội_ngũ Gaseyeon .,Không liên quan
11673,71,"Garo_Sero , chương_trình tuyệt_vời . Tuyệt nhất . Tuyệt_đối phản_đối luận_tội . Yêu_cầu lùng bắt các thế_lực thân Trung_Quốc , theo chủ_nghĩa thân Triều_Tiên và ban_bố lệnh khai_sáng để người_dân học_tập . Tổng_thống Yoon cần tái đắc_cử để tiêu_diệt hoàn_toàn đảng cộng_sản .",Không liên quan
11674,61,"Vì thằng Yongseok mà tôi đã cắt đứt với Gaseyeon , nhưng quả_nhiên không_thể không cảm_động trước sự vất_vả của đại_diện Kim Se-eui , người đi đầu trong việc thực_hiện xã_hội công_bằng , nên tôi đã quay lại đây Gaseyeon_Fighting",Không liên quan
11675,59,"Tôi không_thể hiểu nổi hành_vi của Kim_Soo_Hyun , người đã đẩy người_yêu mà anh ta từng yêu đến bước_đường cùng . Tôi rất đau_lòng khi nghĩ đến việc người đã khuất phải mang theo bao_nhiêu hận_thù đến_nỗi qua_đời vào đúng ngày sinh_nhật của Kim_Soo_Hyun .",Không ủng hộ
11676,25,Won_Bin - Ajussi_Chú_Kim_Soo Hyun - Gaejussi_Thằng chú chó_má Đúng rồi ...,Không ủng hộ
11677,43,"Chắc_chắn là lúc hẹn_hò hai người có 주고받은_카톡 , cho xem hết đi ạ . Để khỏi nói lời khác ... Nếu là sự_thật thì đúng là ác_quỷ không hơn không kém .",Không ủng hộ
11678,10,Chắc phải xem_lại thôi . Kim_Soo_Hyun .,Trung lập
11679,11,Dịch cho tụi tao phụ_đề tiếng Anh đi ! ...,Không liên quan
11680,8,"Xinh quá , Sae_Ron ơi .",Không liên quan
11681,27,"Anh G-Dragon à , làm_ơn dứt_điểm nhanh đi ạ . Dứt là đáp_án đấy ạ ! ! ! ! ! ! ! !",Không liên quan
11682,25,Túi_Linuï có lý_do gì để đắt đến vậy không ? Chẳng_lẽ là để rửa_tiền ? ? ?,Không liên quan
11683,51,Tôi thực_sự ước gì cô ấy đã ở đây ... cô ấy thực_sự không đáng phải chết . Tim tôi rất đau vì cô ấy . Tôi hy_vọng giờ cô ấy đã được yên_nghỉ . Mong mọi sự_thật sẽ được đưa ra ánh_sáng .,Trung lập
11684,53,Tôi thực_sự ước gì cô ấy ở đây … cô ấy thực_sự không đáng phải chết . Tim tôi đau_nhói vì cô ấy rất nhiều . Tôi hy_vọng giờ cô ấy được an yên . Mong mọi sự_thật sẽ được phơi_bày ra ánh_sáng .,Trung lập
11685,12,Đừng bao_giờ tin vào hình_tượng của người nổi_tiếng .,Trung lập
11686,31,Quả_nhiên là Gaseyeon . Cảm_ơn vì đã nỗ_lực đưa tin sự_thật và lần này cũng đã trở_thành tiếng_nói của sự_thật .,Ủng hộ
11687,14,"Nhớ đến Lee Kyeong-yeong , Go Young-wook ghê .",Không ủng hộ
11688,31,Thật quá thất_vọng . < br > Tôi là fan của Kim_Soo_Hyun mà ... thật bất_ngờ . < br > Đây đúng là cú sốc .,Không ủng hộ
11689,24,"Mấy đứa đi listening party của G-Dragon cũng là lũ fan cuồng cả thôi , chơi với nhau cả đấy .",Không liên quan
11690,18,Thương Kim_Sae_Ron quá ... Đến cuối_cùng vẫn giữ im_lặng mà ra đi ...,Không ủng hộ
11691,18,"Wow ...... , , , < br > Không còn gì để nói nữa !",Không liên quan
11692,69,"Kim_Soo_Hyun đã giết chết một sinh_mạng rồi ... Haizz ... Kiếm được 90 tỷ won mà có 700 triệu won cũng ... Haizz , đồ con_người . Không thấy Sae_Ron đáng thương à ? Không_thể bênh_vực được . Gặp nhau từ khi còn vị_thành_niên mà đến mức đó cũng không lo được à ?",Không ủng hộ
11693,8,Kim_Sae_Ron tốt_bụng thật .,Không liên quan
11694,6,Tôi cần phụ_đề tiếng Anh .,Không liên quan
11695,19,Hình_như vẫn còn nhiều người chưa tỉnh_táo . Cần thứ gì đó mạnh_mẽ hơn_nữa .,Không ủng hộ
11696,23,"Mọi người thấy đó , tôi đang chụp màn_hình và dịch vì Kim_Sae_Ron xứng_đáng được công_lý .",Ủng hộ
11697,9,Chắc Won_Bin biết hết rồi ...,Không liên quan
11698,16,Biết hết mọi thứ hả hahaha Won_Bin là thần chắc ?,Không liên quan
11699,23,Vẫn còn ai bênh_vực Kim_soo hyun không ? Và những người bắt_nạt Saeron vẫn còn đó chứ ?,Không ủng hộ
11700,41,"Kim_Soo_Hyun làm đại_sứ quảng_bá Seoul à , nổi cả da_gà . Hoá_ra là một tên thái nhân_cách bệnh_hoạn . Xin hãy nhìn vào nhân_cách trước khi chọn người đi .",Không ủng hộ
11701,13,Đm_Soomen_Soomen đồ thần_kinh ! ! !,Không liên quan
11702,30,Tôi thấy xấu_hổ vì đã từng là fan của anh . Mong anh trả lại hết số tiền đã kiếm được trong thời_gian qua và rời đi .,Không ủng hộ
11703,5,Đồ khốn nhà_ngươi .,Không ủng hộ
11704,67,"Việc hẹn_hò với nữ diễn_viên đóng chung phim là thật , nhưng khi nữ diễn_viên đó bị mất điểm trong mắt công_chúng , anh ta đã tung video thể_hiện sự lạnh_lùng với cô ấy lên YouTube ... Một trưởng ban giải_trí đã qua_đời từng nói về đời tư dơ_bẩn của nam diễn_viên này .",Không ủng hộ
11705,24,"Những con quỷ thật_sự tồn_tại trên thế_giới này , và những gì bạn làm còn vượt quá cả quỷ dữ .",Không ủng hộ
11706,21,Kim_Sae_Ron phải được minh_oan và Kim_Seon_Ho không được phép xuất_hiện trở_lại .,Không liên quan
11707,18,Thật đáng xấu_hổ khi người ta chỉ cố_gắng thấu_hiểu khi ai đó qua_đời .,Trung lập
11708,17,Đáng sợ thật ... Nhiều tiền như_thế mà_lại đi làm với trẻ_con .,Không ủng hộ
11709,4,Tôi không dịch được,Không liên quan
11710,3,Ấu dâm,Không ủng hộ
11711,15,Giới giải_trí không_chỉ đơn_thuần là bẩn_thỉu nữa rồi .,Trung lập
11712,16,Có ai ở đây không hiểu người ta nói gì nhưng vẫn xem không ?,Không liên quan
11713,16,Rốt_cuộc là còn bao_nhiêu điều mà anh muốn giấu diếm nữa ?,Không ủng hộ
11714,72,"Rồi một ngày nào đó cũng sẽ bị lãng_quên thôi nhưng chắc sau_này tôi không_thể nhập_tâm xem phim của người này được nữa rồi . Cũng đâu phải là diễn_viên mới vào nghề , mọi quyền quyết_định đều nằm trong tay mà ... Thật_sự nổi da_gà vì khoảng_cách giữa hình_tượng được tạo ra và nhân_cách thật quá lớn .",Không ủng hộ
11715,70,"Tôi không phải là fan của người đã khuất , ngược_lại còn thấy các tác_phẩm gần đây của nam diễn_viên khá thú_vị . Khách_quan mà nói thì rõ_ràng là họ đã từng yêu nhau , nhưng cách ứng_xử thật đáng tiếc . Dù_sao đi_nữa , đến đám_tang cũng không đến thì không được rồi .",Không ủng hộ
11716,59,"Một thằng kiếm được mấy trăm tỷ , lại đi đòi 700 triệu từ một đứa trẻ đang bị dồn vào đường cùng , từng có quan_hệ mật_thiết , ăn_sung_mặc_sướng ... Cuối_cùng dẫn đến cái chết ... Nếu là sự_thật thì không phải là con_người .",Không ủng hộ
11717,36,"Tôi là một mô_hình ngôn_ngữ lớn , tôi không_thể tạo phụ_đề video . Tôi chỉ có_thể dịch văn_bản . Bạn có muốn tôi dịch gì không ?",Không liên quan
11718,25,Tôi hy_vọng sự_thật sẽ được phơi_bày vì những gia_đình vẫn còn đang đau_khổ . Xin thành_kính phân_ưu .,Trung lập
11719,30,"Những gì bạn thấy có_thể không phải là những gì nó thể_hiện , vì_vậy bạn có_thể đang nhìn hoặc không nhìn thấy gì cả .",Trung lập
11720,13,Jeon Ji-hyun cũng xuống_dốc ... đi thôi .,Không liên quan
11721,24,Cha_mẹ đã nuôi dạy con_cái thành quái_vật . Vấn_đề là ở bố_mẹ của Kim Soo-hyun à ?,Không liên quan
11722,19,Có phải Choi Woo-shik đã nhìn trước được mấy nước cờ rồi không vậy ...,Trung lập
11723,34,"Thật_sự là dù có nổi_tiếng đến đâu đi_nữa , những người nổi_tiếng mà tôi không thích kiểu gì cũng có phốt hoặc là rác_rưởi . ㅇㅇ",Không ủng hộ
11724,19,"Có cảm_giác không thích từ trước rồi , ai_ngờ lại là loại người này .",Không ủng hộ
11725,38,"Anh ơi , cứu em với , và Saeron đã chết . Tại_sao Kim Soo-hyun lại không đến viếng tang_lễ vào ngày sinh_nhật của Kim Soo-hyun ?",Không ủng hộ
11726,45,"Tôi cảm_ơn sự dũng_cảm của Kim Se-eui. Nếu không có Kim Se-eui , linh_hồn của cô bé_nhỏ bé , yếu_ớt có_lẽ đã cô_đơn đến phút cuối_cùng . Cảm_ơn bạn .",Ủng hộ
11727,120,"Kim_Sae_Ron từ nhỏ đã phải chịu sự đố_kỵ , ghen_ghét từ những bạn nữ đồng trang_lứa ... chắc_hẳn trái_tim đã đầy những vết_thương . Mày đã làm cái quái gì với cuộc_đời của một cô bé tuổi teen mỏng_manh và nhạy_cảm vậy hả ... Mày không sợ cái ngày mà mày phải đứng trước toà phán_xét của Chúa sao ? Còn nữa , mày lừa_dối công_chúng ... Mày coi_thường thế_gian đến vậy à ? Đây thật_sự là vụ_việc tồi_tệ nhất trong số những vụ_việc mà tao từng thấy . Thật_sự là quá tệ .",Không ủng hộ
11728,12,900억 thì bán cả linh_hồn cũng được chứ đùa à,Không liên quan
11729,7,Cố lên GaSeYeon !,Không liên quan
11730,14,"Mọi người ơi , ghét thật_sự , tôi không hiểu tiếng Hàn",Không liên quan
11731,7,Hết phim mày rồi Kim_soo hyun,Không ủng hộ
11732,13,Thật đau_lòng và xót_xa . Xin thành_kính phân_ưu .,Không liên quan
11733,10,Đã đến được Mỹ rồi ! ! !,Không liên quan
11734,20,"Kim_So_Hyun , hoá_ra cậu không phải là người à TẨY_CHAY",Không ủng hộ
11735,33,"Chắc hôm đó gã này tán_tỉnh được một em trong NewJeans rồi . NewJeans ngây_thơ ơi , tránh xa lũ sói đi nhé .",Không ủng hộ
11736,28,Woah ... Có_vẻ như ở nước_ngoài cũng quan_tâm nhiều ghê . Nhiều người nước_ngoài đổ_xô vào bình_luận quá_trời .,Trung lập
